WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
4810,48,10,SEPTEMBER,9,"18,19"
4810,48,10,OCTOBER,10,"17,18"
4810,48,10,NOVEMBER,11,"14,15"
4901,49,1,APRIL,4,"4,5"
4901,49,1,MAY,5,"8,9"
4901,49,1,JUNE,6,"12,13"
4901,49,1,JULY,7,"17,18"
4901,49,1,AUGUST,8,"20,21"
4901,49,1,SEPTEMBER,9,"24,25"
4901,49,1,OCTOBER,10,"29,30"
4902,49,2,APRIL,4,"6,9"
4902,49,2,MAY,5,"10,11"
4902,49,2,JUNE,6,"14,15"
4902,49,2,JULY,7,"19,20"
4902,49,2,AUGUST,8,"22,23"
4902,49,2,SEPTEMBER,9,"26,27"
4902,49,2,OCTOBER,10,31
4902,49,2,NOVEMBER,11,1
4903,49,3,APRIL,4,"10,11"
4903,49,3,MAY,5,"14,15"
4903,49,3,JUNE,6,"18,19"
4903,49,3,JULY,7,"23,24"
4903,49,3,AUGUST,8,"24,27"
4903,49,3,SEPTEMBER,9,28
4903,49,3,OCTOBER,10,1
4903,49,3,NOVEMBER,11,"2,5"
4904,49,4,APRIL,4,"12,13"
4904,49,4,MAY,5,"16,17"
4904,49,4,JUNE,6,"20,21"
4904,49,4,JULY,7,"25,26"
4904,49,4,AUGUST,8,"28,29"
4904,49,4,OCTOBER,10,"2,3"
4904,49,4,NOVEMBER,11,"6,7"
4905,49,5,APRIL,4,"16,17"
4905,49,5,MAY,5,"18,21"
4905,49,5,JUNE,6,"22,25"
4905,49,5,JULY,7,"27,30"
4905,49,5,AUGUST,8,"30,31"
4905,49,5,OCTOBER,10,"4,5"
4905,49,5,NOVEMBER,11,"8,9"
4906,49,6,APRIL,4,"18,19"
4906,49,6,MAY,5,"22,23"
4906,49,6,JUNE,6,"26,27"
4906,49,6,JULY,7,31
4906,49,6,AUGUST,8,1
4906,49,6,SEPTEMBER,9,"4,5"
4906,49,6,OCTOBER,10,"9,10"
4906,49,6,NOVEMBER,11,"12,13"
4907,49,7,APRIL,4,"20,23"
4907,49,7,MAY,5,"24,25"
4907,49,7,JUNE,6,"28,29"
4907,49,7,AUGUST,8,"2,3"
4907,49,7,SEPTEMBER,9,"6,7"
4907,49,7,OCTOBER,10,"11,12"
4907,49,7,NOVEMBER,11,"14,15"
4908,49,8,APRIL,4,"24,25"
4908,49,8,MAY,5,"29,30"
4908,49,8,JULY,7,"2,3"
4908,49,8,AUGUST,8,"6,7"
4908,49,8,SEPTEMBER,9,"10,11"
4908,49,8,OCTOBER,10,"15,16"
4908,49,8,NOVEMBER,11,"16,19"
4909,49,9,APRIL,4,"26,27"
4909,49,9,MAY,5,31
4909,49,9,JUNE,6,1
4909,49,9,JULY,7,"5,6"
4909,49,9,AUGUST,8,"8,9"
4909,49,9,SEPTEMBER,9,"12,13"
4909,49,9,OCTOBER,10,"17,18"
4909,49,9,NOVEMBER,11,"20,21"
4910,49,10,APRIL,4,30
4910,49,10,MAY,5,1
4910,49,10,JUNE,6,"4,5"
4910,49,10,JULY,7,"9,10"
4910,49,10,AUGUST,8,"10,13"
4910,49,10,SEPTEMBER,9,"14,17"
4910,49,10,OCTOBER,10,"19,22"
4911,49,11,MAY,5,"2,3"
4911,49,11,JUNE,6,"6,7"
4911,49,11,JULY,7,"11,12"
4911,49,11,AUGUST,8,"14,15"
4911,49,11,SEPTEMBER,9,"18,19"
4911,49,11,OCTOBER,10,"23,24"
4912,49,12,APRIL,4,"2,3"
4912,49,12,MAY,5,"4,7"
4912,49,12,JUNE,6,"8,11"
4912,49,12,JULY,7,"13,16"
4912,49,12,AUGUST,8,"16,17"
4912,49,12,SEPTEMBER,9,"20,21"
4912,49,12,OCTOBER,10,"25,26"
5001,50,1,APRIL,4,"2,3"
5001,50,1,MAY,5,"10,11"
5001,50,1,JUNE,6,"20,21"
5001,50,1,JULY,7,31
5001,50,1,AUGUST,8,1
5001,50,1,SEPTEMBER,9,"12,13"
5001,50,1,OCTOBER,10,"23,24"
5002,50,2,APRIL,4,"4,5"
5002,50,2,MAY,5,"14,15"
5002,50,2,JUNE,6,"22,25"
5002,50,2,AUGUST,8,"2,3"
5002,50,2,SEPTEMBER,9,"14,17"
5002,50,2,OCTOBER,10,"25,26"
5003,50,3,APRIL,4,"10,11"
5003,50,3,MAY,5,"16,17"
5003,50,3,JUNE,6,"26,27"
5003,50,3,AUGUST,8,"6,7"
5003,50,3,SEPTEMBER,9,"20,21"
5003,50,3,OCTOBER,10,"29,30"
5004,50,4,APRIL,4,"6,9"
5004,50,4,MAY,5,"18,21"
5004,50,4,JUNE,6,"28,29"
5004,50,4,AUGUST,8,"8,9"
5004,50,4,SEPTEMBER,9,"10,11"
5004,50,4,OCTOBER,10,"2,3,31"
5004,50,4,NOVEMBER,11,1
5005,50,5,APRIL,4,"12,13"
5005,50,5,MAY,5,"22,23"
5005,50,5,JULY,7,"2,3"
5005,50,5,AUGUST,8,"10,13"
5005,50,5,SEPTEMBER,9,"26,27"
5005,50,5,NOVEMBER,11,"2,5"
5006,50,6,APRIL,4,"16,17"
5006,50,6,MAY,5,"24,25"
5006,50,6,JULY,7,"5,6"
5006,50,6,AUGUST,8,"14,15"
5006,50,6,OCTOBER,10,"4,5"
5006,50,6,NOVEMBER,11,"6,7"
5007,50,7,APRIL,4,"18,19"
5007,50,7,MAY,5,"29,30"
5007,50,7,JULY,7,"9,10"
5007,50,7,AUGUST,8,"16,17"
5007,50,7,OCTOBER,10,"9,10"
5007,50,7,NOVEMBER,11,"8,9"
5008,50,8,APRIL,4,"20,23"
5008,50,8,MAY,5,31
5008,50,8,JUNE,6,1
5008,50,8,JULY,7,"11,12"
5008,50,8,AUGUST,8,"20,21"
5008,50,8,OCTOBER,10,"11,12"
5008,50,8,NOVEMBER,11,"12,13"
5009,50,9,APRIL,4,"24,25"
5009,50,9,JUNE,6,"4,5"
5009,50,9,JULY,7,"13,16"
5009,50,9,AUGUST,8,"22,23"
5009,50,9,OCTOBER,10,"18,19"
5009,50,9,NOVEMBER,11,"14,15"
5010,50,10,APRIL,4,"26,27"
5010,50,10,JUNE,6,"6,7"
5010,50,10,JULY,7,"17,18"
5010,50,10,AUGUST,8,"24,27"
5010,50,10,SEPTEMBER,9,"24,25"
5010,50,10,NOVEMBER,11,"16,19"
5011,50,11,APRIL,4,30
5011,50,11,MAY,5,1
5011,50,11,JUNE,6,"8,11"
5011,50,11,JULY,7,"19,20"
5011,50,11,AUGUST,8,"28,29"
5011,50,11,SEPTEMBER,9,28
5011,50,11,OCTOBER,10,1
5012,50,12,MAY,5,"2,3"
5012,50,12,JUNE,6,"12,13"
5012,50,12,JULY,7,"23,24"
5012,50,12,AUGUST,8,"30,31"
5012,50,12,OCTOBER,10,"15,16"
5013,50,13,MAY,5,"4,7"
5013,50,13,JUNE,6,"14,15"
5013,50,13,JULY,7,"25,26"
5013,50,13,SEPTEMBER,9,"4,5"
5013,50,13,OCTOBER,10,"17,18"
5014,50,14,MAY,5,"8,9"
5014,50,14,JUNE,6,"18,19"
5014,50,14,JULY,7,"27,30"
5014,50,14,SEPTEMBER,9,"6,7"
5014,50,14,OCTOBER,10,"19,22"
5015,50,15,APRIL,4,"6,9"
5015,50,15,MAY,5,"10,11"
5015,50,15,JUNE,6,"14,15"
5015,50,15,JULY,7,"19,20"
5015,50,15,AUGUST,8,"22,23"
5015,50,15,SEPTEMBER,9,"26,27"
5015,50,15,OCTOBER,10,31
5015,50,15,NOVEMBER,11,1
4105,41,5,MAY,5,"8,9"
